CO2 emissions (kt),EN.ATM.CO2E.KT,Eswatini,SWZ,1030.427,1030.427,1078.098,1111.101,1067.097,1059.763,1074.431,1235.779,1525.472,902.082,982.756,1155.105,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ethiopia,ETH,5119.132,5504.167,6024.881,6629.936,6673.94,6527.26,7135.982,8518.441,10410.613,12434.797,13718.247,14869.685,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Faroe Islands,FRO,722.399,678.395,689.396,630.724,575.719,630.724,568.385,590.387,678.395,597.721,608.722,630.724,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fiji,FJI,1096.433,1217.444,1158.772,894.748,792.072,1221.111,1089.099,1059.763,1338.455,1646.483,2156.196,2046.186,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Finland,FIN,54777.646,65774.979,63739.794,56966.845,53395.187,61928.296,56662.484,49013.122,47164.954,47230.96,42606.873,45870.503,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,France,FRA,385368.697,375764.824,369142.222,366325.966,351899.988,353033.091,331804.828,333227.624,334096.703,303275.568,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,French Polynesia,PYF,781.071,781.071,766.403,792.072,795.739,803.073,773.737,751.735,759.069,737.067,766.403,770.07,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gabon,GAB,4888.111,4173.046,4118.041,4180.38,4253.72,4800.103,4950.45,5056.793,5280.48,5324.484,5262.145,5320.817,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Gambia, The",GMB,326.363,352.032,352.032,366.7,381.368,432.706,447.374,454.708,432.706,513.38,524.381,531.715,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Georgia,GEO,5067.794,6149.559,6420.917,5364.821,6241.234,6314.574,7990.393,8445.101,8203.079,8980.483,9798.224,10128.254,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Germany,DEU,797759.517,816721.574,781247.016,779296.172,720547.165,757880.892,729810.007,738141.431,757961.566,720363.815,727045.089,727972.84,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ghana,GHA,6992.969,9358.184,9827.56,9138.164,7708.034,9955.905,11525.381,14862.351,14682.668,15265.721,16552.838,16670.182,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gibraltar,GIB,399.703,418.038,414.371,425.372,462.042,465.709,451.041,462.042,491.378,528.048,579.386,634.391,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greece,GRC,98675.303,97285.51,98246.264,95965.39,91942.691,83856.956,79841.591,80050.61,69474.982,67527.805,65059.914,62434.342,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greenland,GRL,608.722,627.057,638.058,660.06,575.719,663.727,707.731,568.385,553.717,506.046,509.713,509.713,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Grenada,GRD,216.353,231.021,238.355,253.023,253.023,260.357,253.023,271.358,304.361,234.688,260.357,267.691,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guatemala,GTM,12328.454,12405.461,12398.127,11155.014,11606.055,11400.703,11554.717,11884.747,12918.841,13952.935,15834.106,16776.525,..,..,..,..
