Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, total",SP.POP.TOTL,Poland,POL,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37970874,..
"Population, total",SP.POP.TOTL,Portugal,PRT,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10269417,..
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,..
"Population, total",SP.POP.TOTL,Qatar,QAT,865416,1022711,1218434,1436665,1654950,1856327,2035871,2196074,2336574,2459198,2565710,2654374,2724724,2781677,2832067,..
"Population, total",SP.POP.TOTL,Romania,ROU,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19587290,19472545,19356544,..
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819666,144096870,144342396,144496740,144477860,144373535,..
"Population, total",SP.POP.TOTL,Rwanda,RWA,8840215,9043337,9273757,9524534,9782770,10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,12626950,..
"Population, total",SP.POP.TOTL,Samoa,WSM,179727,180876,182046,183263,184556,185949,187469,189088,190717,192221,193513,194535,195352,196130,197097,..
"Population, total",SP.POP.TOTL,San Marino,SMR,29324,29700,30063,30434,30816,31229,31661,32105,32553,32948,33272,33504,33671,33785,33860,..
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,157472,161681,166300,171120,175876,180371,184524,188404,192087,195727,199432,203227,207089,211028,215056,..
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,23816183,24498310,25184597,25888541,26630303,27421461,28267685,29155187,30052518,30916994,31717667,32442572,33099147,33699947,34268528,..
"Population, total",SP.POP.TOTL,Senegal,SEN,11090116,11382268,11687080,12004701,12335084,12678148,13033809,13401991,13782420,14174731,14578459,14993528,15419381,15854360,16296364,..
"Population, total",SP.POP.TOTL,Serbia,SRB,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6944975,..
"Population, total",SP.POP.TOTL,Seychelles,SYC,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,..
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,5645624,5829237,5989633,6133603,6272734,6415634,6563240,6712581,6863980,7017144,7171914,7328838,7488431,7650154,7813215,..
"Population, total",SP.POP.TOTL,Singapore,SGP,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,..
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,40733,..
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454073,..
"Population, total",SP.POP.TOTL,Slovenia,SVN,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2087946,..
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,669823,..
"Population, total",SP.POP.TOTL,Somalia,SOM,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,15442905,..
"Population, total",SP.POP.TOTL,South Africa,ZAF,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,55386367,56203654,57000451,57779622,58558270,..
"Population, total",SP.POP.TOTL,South Sudan,SSD,7535932,7907406,8315139,8736939,9142259,9508364,9830698,10113647,10355036,10554883,10715658,10832512,10910759,10975920,11062113,..
"Population, total",SP.POP.TOTL,Spain,ESP,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47076781,..
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,..
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,46852,47333,47769,48178,48599,49011,49442,49881,50328,50776,51204,51629,52036,52438,52834,..
"Population, total",SP.POP.TOTL,St. Lucia,LCA,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,182790,..
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,34248,35237,36137,36885,37377,37582,37446,37009,36453,36015,35858,36065,36560,37264,38002,..
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,108614,108603,108518,108393,108287,108255,108316,108435,108622,108861,109148,109459,109827,110210,110589,..
"Population, total",SP.POP.TOTL,Sudan,SDN,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813238,..
"Population, total",SP.POP.TOTL,Suriname,SUR,499461,505292,511181,517122,523113,529126,535177,541247,547295,553278,559136,564883,570501,575987,581363,..
"Population, total",SP.POP.TOTL,Sweden,SWE,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10285453,..
"Population, total",SP.POP.TOTL,Switzerland,CHE,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8574832,..
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,17070135,..
"Population, total",SP.POP.TOTL,Tajikistan,TJK,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,9321018,..
"Population, total",SP.POP.TOTL,Tanzania,TZA,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,58005463,..
"Population, total",SP.POP.TOTL,Thailand,THA,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,69625582,..
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,1293119,..
"Population, total",SP.POP.TOTL,Togo,TGO,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,8082366,..
"Population, total",SP.POP.TOTL,Tonga,TON,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,104494,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,1394973,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,11694719,..
"Population, total",SP.POP.TOTL,Turkey,TUR,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,83429615,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,4754646,4810109,4870141,4935767,5007954,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,5942089,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,38191,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10000,10120,10221,10314,10424,10530,10633,10739,10857,10972,11099,11225,11370,11508,11646,..
"Population, total",SP.POP.TOTL,Uganda,UGA,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,36912148,38225453,39647506,41162465,42723139,44269594,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272156,45154036,45004674,44831135,44622518,44385155,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,4588225,5300174,6168838,7089487,7917372,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959,9770529,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66834405,..
"Population, total",SP.POP.TOTL,United States,USA,295516599,298379912,301231207,304093966,306771529,309321666,311556874,313830990,315993715,318301008,320635163,322941311,324985539,326687501,328239523,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299,3461734,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580650,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,271130,278330,285510,292680,299882,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195,28515829,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,83832661,84617540,85419591,86243413,87092252,87967651,88871561,89802487,90753472,91714595,92677076,93638724,94596642,95540395,96462106,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268,106977,106631,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,25823485,26497889,27168210,27834821,28498687,29161922,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,15399753,15879361,16363507,16853688,17351822,17861030,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,13586681,13814629,14030390,14236745,14439018,14645468,..
"Population, total",SP.POP.TOTL,Arab World,ARB,314965793,322452754,330290716,338395961,346629220,354890042,363158703,371443547,379705717,387907747,396028278,404024435,411898967,419790591,427870270,..
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,6742709,6788114,6833384,6878970,6925454,6973196,7022380,7072661,7123333,7173442,7222206,7269385,7314986,7358958,7401383,..
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103935318,103713726,103496179,103257886,102994278,102738653,102537026,102378579,..
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2689792046,2733278833,2776922496,2820636594,2864298836,2907916908,2951429046,2994364055,3037111090,3079708551,3122156905,3164386912,3206361028,3248239444,3290290613,..
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,2131146832,2146744075,2161785573,2177119142,2192059415,2206884624,2221673110,2236819053,2252046977,2267482299,2282855831,2298486142,2314097713,2328138066,2340628292,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1895275474,1909891462,1924018226,1938057249,1952017409,1965954304,1980035609,1994391099,2008921191,2023597462,2038190036,2053103802,2068142784,2081639097,2093675040,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1871341375,1885806859,1899800530,1913718210,1927560609,1941377349,1955334267,1969562739,1983964453,1998513398,2012980531,2027771091,2042687863,2056064424,2067984156,..
"Population, total",SP.POP.TOTL,Euro area,EMU,329380417,330922789,332645165,334274725,335360890,336151479,335419643,336159194,337302113,338462222,339488380,340481753,341163597,341843156,342597698,..
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,871456632,874157201,877300672,880829122,884469375,887926820,890162706,893788642,898060416,902406816,906707416,910904758,914585461,917922618.5,921140092,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,370632537,371318140,372332605,373751805,375674687,377835769,380165082,382509766,385088778,387660810,390295673,392870484,395289709,397435105.5,399404587,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,434427812,434964326,435646364,436725144,438498958,440420861,442656487,444898523,447368356,449819913,452301305,454717187,456976356,458970243.5,460799505,..
"Population, total",SP.POP.TOTL,European Union,EUU,435581949,436998049,438468400,439876674,440917800,441532412,440746976,441395932,442469471,443576663,444543759,445487728,446131273,446777673,447512041,..
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,572498604,587009010,601759996,616786947,632127588,647810261,663884474,680326998,697006260,713739741,730424930,747004599,763578047,780467640,798138587,..
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,543555326,558909236,574560260,590590368,607115564,624219326,641921311,660193774,679012664,698336451,718128416,738387254,759106221,780234406,801708035,..
"Population, total",SP.POP.TOTL,High income,HIC,1137301496,1145660099,1154287212,1163465944,1171805563,1179329058,1184722242,1191504221,1198364438,1205404811,1212252370,1219052243,1225031038,1230515710,1235852838,..
"Population, total",SP.POP.TOTL,IBRD only,IBD,4210325712,4253873147,4296873733,4340024679,4383703298,4427061901,4471055917,4515490894,4560254816,4604833828,4648915921,4692793113,4736170185,4777257264.5,4816235953,..
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,5425296741,5497791204,5570347406,5643601079,5717826465,5792408543,5867932121,5943960591,6020877871,6098335490,6176134809,6254597843,6333386949,6410738779.5,6486934853,..
"Population, total",SP.POP.TOTL,IDA blend,IDB,404615758,414232526,424192635,434469613,444998521,456049562,467268096,478336539,489626543,501147849,512877243,524790731,536862922,549115214,561572202,..
"Population, total",SP.POP.TOTL,IDA only,IDX,810355271,829685531,849281038,869106787,889124646,909297080,929608108,950133158,970996512,992353813,1014341645,1037013999,1060353842,1084366301,1109126698,..
"Population, total",SP.POP.TOTL,IDA total,IDA,1214971029,1243918057,1273473673,1303576400,1334123167,1365346642,1396876204,1428469697,1460623055,1493501662,1527218888,1561804730,1597216764,1633481515,1670698900,..
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,2114307505,2127750972,2140907330,2154245139,2167842734,2180828823,2193830154,2206931627,2220297520,2233867635,2247409050,2261412980,2275534160,2287846154.5,2298470832,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,556504290,563337673,570091451,576783744,583430031,589932554,596538552,603096250,609598313,616001190,622301083,628488528,634554056,640467174,646430843,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,527308236,533896504,540405225,546848929,553244958,559496778,565881766,572223264,578500250,584677997,590731803,596647568,602435369,608125444,613773119,..
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,540306214,547139425,553909968,560624659,567289601,573800630,580428962,587001215,593509457,599937483,606271969,612506457,618641500,624681220,630644772,..
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,744190510,762132501,780219542,798563392,817322629,836614860,856472234,876869863,897797478,919226401,941131317,963511276,986365080,1009662578,1033388876,..
"Population, total",SP.POP.TOTL,Low & middle income,LMY,5374446871,5447074438,5519916433,5593451949,5667768723,5742542545,5818138003,5894258056,5971273930,6048822070,6126712584,6205233900,6284043441,6361429560.5,6437681136,..
"Population, total",SP.POP.TOTL,Low income,LIC,462679645,475927007,489505419,503324676,517267751,531260028,545266258,559335524,573583598,588174709,603234541,618780841,634796692,651327587,668454965,..
"Population, total",SP.POP.TOTL,Lower middle income,LMC,2349947388,2389129523,2428529757,2468136919,2507929642,2548154994,2588455505,2628465458,2668772179,2709173405,2749824313,2790617792,2831466703,2872397765,2913363391,..
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,347029874,354302463,361929136,369823252,377883993,385917886,393944527,401974219,409977872,417932241,425821770,433597628,441255236,448912962,456707404,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,304755503,310109412,315573347,321168767,326900984,332777824,338814807,345004009,351299193,357637340,363975550,370276461,376546755,382896715,389457086,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,301435107,306703078,312078851,317576790,323211885,328991663,334931821,341024011,347222485,353463942,359705458,365909373,372091950,378327628,384771780,..
"Population, total",SP.POP.TOTL,Middle income,MIC,4911767226,4971147431,5030411014,5090127273,5150500972,5211282517,5272871745,5334922532,5397690332,5460647361,5523478043,5586453059,5649246749,5710101973.5,5769226171,..
"Population, total",SP.POP.TOTL,North America,NAC,327824506,331015609,334185120,337406357,340466060,343391679,345960766,348610010,351141670,353803581,356403308,359115352,361592733,363809186,365892703,..
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1241535834,1250788452,1260210152,1270059584,1279114140,1287527865,1294064030,1302075111,1310419162,1319149967,1327822047,1336645071,1344872020,1352645878,1359963500,..
"Population, total",SP.POP.TOTL,Other small states,OSS,22929109,23486218,24104670,24762406,25417830,26050942,26647962,27227319,27794595,28364410,28948869,29542879,30148800,30760211,31360407,..
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2074778,2100869,2128664,2157454,2186314,2214519,2241798,2268708,2296101,2325136,2355672,2388307,2422086,2457367,2493696,..
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1046366694,1052054839,1057981931,1064394156,1069878414,1074865103,1077815367,1082327434,1087064112,1091996107,1096860060,1101715022,1105771602,1109441474,1112914457,..
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,635451653,653695022,672318833,691447610,711257522,731868772,753326798,775573001,798495530,821931240,845759344,869943914,894512725,919485393,944902749,..
"Population, total",SP.POP.TOTL,Small states,SST,31746596,32375201,33066718,33798830,34529598,35238657,35912140,36568688,37214029,37862988,38526747,39200571,39885872,40576536,41255486,..
"Population, total",SP.POP.TOTL,South Asia,SAS,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835776742,..
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835776742,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,758924681,779566820,800908534,822945457,845655214,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,1106957898,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,757613569,778248224,799583871,821614380,844320487,867684936,891706327,916382788,941692468,967607494,994102454,1021168391,1048793216,1076944455,1105594562,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,758924681,779566820,800908534,822945457,845655214,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,1106957898,..
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2561819838,2582017908,2601881257,2621990354,2642571330,2663127523,2684416240,2706457074,2728918153,2751473956,2773653730,2795835267,2817780046,2837704208.5,2855862780,..
"Population, total",SP.POP.TOTL,World,WLD,6511748367,6592734537,6674203645,6756917893,6839574286,6921871603,7002860245,7085762277,7169638368,7254226881,7338964954,7424286143,7509074479,7591945270.5,7673533974,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,,,,,,,,,,,,
